link,material_description,material_price,product_id,vendor,location,formatted_datetime
https://www.lowes.com/pd/Common-1-2-in-Actual-50-In-Metallic-Emt-10-ft-Conduit/3129551,1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,5.99,100400405,lowes,"[""1000 Lowe's Blvd. Mooresville NC 28117""]",11/03/2022 15:27:33
https://www.gordonelectricsupply.com/p/Allied-898302-Emt-Conduit-1-2-Emt-Conduit-X-10/1608,1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,4.86,100400405,gordonelectricsupply,"['Kankakee, 1290 N Hobbie Ave. HQ']",11/03/2022 15:27:33
https://www.supplyworks.com/Sku/2487615/12-in-x-10-ft-electric-metallic-tube-emt-conduit-091111020018-853428,1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,5.88,100400405,supplyworks,"['101 Industrial Dr Bristol, TN, 37620-5422']",11/03/2022 15:27:33
https://www.ebarnett.com/Sku/2487615/12-in-x-10-ft-electric-metallic-tube-emt-conduit-091111020018-853428,1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,5.88,100400405,ebarnett,"['Jacksonville, Florida']",11/03/2022 15:27:33
https://www.menards.com/main/electrical/conduit-conduit-fittings-raceways/conduit/wheatland-tube-company-emt-conduit/0559010000/p-1444446525135-c-6423.htm,1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,7.24,100400405,menards,"['4777 Menard Drive Eau Claire, Wisconsin 54703 USA']",11/03/2022 15:27:33
https://www.homedepot.com/p/Halex-1-in-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-62810/202241090,1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,1.15,202241090,homedepot,"['2455 Paces Ferry Rd SE, Atlanta, GA 30339']",11/03/2022 15:27:33
https://www.homedepot.com/p/Halex-1-2-in-Electrical-Metallic-Tube-EMT-Set-Screw-Connectors-5-Pack-26270/100137321,1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),3.98,100144234,homedepot,"['2455 Paces Ferry Rd SE, Atlanta, GA 30339']",11/03/2022 15:27:33
https://www.amazon.com/Halex-26270-STEEL-CONNECTOR-Silver/dp/B00L2J46LW,1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),8.54,100144234,amazon,['the National Landing neighborhood of Arlington'],11/03/2022 15:27:33
https://www.homedepot.com/p/Halex-3-4-in-Electrical-Metallic-Tube-EMT-Set-Screw-Connectors-5-Pack-26272/100163157,3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),4.6,202077145,homedepot,"['2455 Paces Ferry Rd SE, Atlanta, GA 30339']",11/03/2022 15:27:33
https://www.lowes.com/pd/Halex-3-4-in-EMT-STEEL-SET-SCREW-CONNECTOR-5-BAG/1002846668,3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),5.99,202077145,lowes,"[""1000 Lowe's Blvd. Mooresville NC 28117""]",11/03/2022 15:27:33
https://www.supplyworks.com/Sku/202328185/halex-34-in-electrical-metallic-tube-emt-set-screw-coupling-5-pack-051411232221-23222,3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),150.0,202077145,supplyworks,"['101 Industrial Dr Bristol, TN, 37620-5422']",11/03/2022 15:27:33
https://www.amazon.com/Halex-Electrical-Set-Screw-Connector-12301B/dp/B00FQ570W0,3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),20.0,202077145,amazon,['the National Landing neighborhood of Arlington'],11/03/2022 15:27:33
https://www.homedepot.com/p/Halex-1-in-Electrical-Metallic-Tube-EMT-Set-Screw-Connector-62710/100562217,1 in. Electrical Metallic Tube (EMT) Set-Screw Connector,1.6,202077147,homedepot,"['2455 Paces Ferry Rd SE, Atlanta, GA 30339']",11/03/2022 15:27:33
https://killingworthtruevalue.com/p/steel-city-emt-conduit-connector-785991183801,1 in. Electrical Metallic Tube (EMT) Set-Screw Connector,1.99,202077147,com/p/steel-city-emt-conduit-connector-785991183801,"['Steel City', 'connector', 'EMT conduit', 'Connector', 'steel']",11/03/2022 15:27:33
https://www.homedepot.com/p/Halex-3-4-in-Standard-Fitting-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-5-Pack-26282/202288508,3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),2.98,202288508,homedepot,"['2455 Paces Ferry Rd SE, Atlanta, GA 30339']",11/03/2022 15:27:33
https://www.supplyworks.com/Sku/202328185/halex-34-in-electrical-metallic-tube-emt-set-screw-coupling-5-pack-051411232221-23222,3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),3.66,202288508,supplyworks,"['101 Industrial Dr Bristol, TN, 37620-5422']",11/03/2022 15:27:33
https://www.pinterest.com/pin/230668812499210604/,3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),2.98,202288508,pinterest,"['San Francisco, CA']",11/03/2022 15:27:33
https://www.homedepot.com/p/Southwire-500-ft-4-Black-Stranded-CU-SIMpull-THHN-Wire-20499001/202316585,500 ft. 4 Gauge Black Stranded Copper THHN Wire,709.0,202304774,homedepot,"['2455 Paces Ferry Rd SE, Atlanta, GA 30339']",11/03/2022 15:27:33
https://www.amazon.com/SOUTHWIRE-COMPANY-LL-20499001-Stranded/dp/B002JFY1W2,500 ft. 4 Gauge Black Stranded Copper THHN Wire,613.64,202304774,amazon,['the National Landing neighborhood of Arlington'],11/03/2022 15:27:33
https://www.ebay.com/p/17040228268,500 ft. 4 Gauge Black Stranded Copper THHN Wire,1047.78,202304774,ebay,"['San Jose, CA. 2025 Hamilton Avenue San Jose, California 95125 USA']",11/03/2022 15:27:33
https://www.homedepot.com/p/Southwire-500-ft-6-Black-Stranded-CU-SIMpull-THHN-Wire-20493301/202316339,500 ft. 6 Gauge Black Stranded Copper THHN Wire,379.0,202304649,homedepot,"['2455 Paces Ferry Rd SE, Atlanta, GA 30339']",11/03/2022 15:27:33
https://www.amazon.com/Cerrowire-112-4201J-500-Feet-Stranded-Black/dp/B00D49VU6W,500 ft. 6 Gauge Black Stranded Copper THHN Wire,470.43,202304649,amazon,['the National Landing neighborhood of Arlington'],11/03/2022 15:27:33
https://www.ebay.com/itm/203860011450,500 ft. 6 Gauge Black Stranded Copper THHN Wire,445.81,202304649,ebay,"['San Jose, CA. 2025 Hamilton Avenue San Jose, California 95125 USA']",11/03/2022 15:27:33
https://www.homedepot.com/p/Southwire-500-ft-10-Black-Stranded-CU-THHN-Wire-22973257/202316335,500 ft. 10 Gauge Black Stranded Copper THHN Wire,145.0,202304645,homedepot,"['2455 Paces Ferry Rd SE, Atlanta, GA 30339']",11/03/2022 15:27:33
https://www.amazon.com/Gauge-Stranded-Copper-Building-Wire/dp/B08DZMFZTR,500 ft. 10 Gauge Black Stranded Copper THHN Wire,155.99,202304645,amazon,['the National Landing neighborhood of Arlington'],11/03/2022 15:27:33
https://www.homedepot.com/p/Southwire-250-ft-14-2-Romex-SIMpull-Solid-NM-B-W-G-Wire-28827469/202019377,250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,118.0,202019377,homedepot,"['2455 Paces Ferry Rd SE, Atlanta, GA 30339']",11/03/2022 15:27:33
https://www.amazon.com/SOUTHWIRE-COMPANY-28827455-250-Cable/dp/B000LNOJVW,250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,114.0,202019377,amazon,['the National Landing neighborhood of Arlington'],11/03/2022 15:27:33
https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-14-2-Non-Metallic-Wire-By-the-Roll/1193437,250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,118.0,202019377,lowes,"[""1000 Lowe's Blvd. Mooresville NC 28117""]",11/03/2022 15:27:33
https://www.ebay.com/itm/363478081520,250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,111.07,202019377,ebay,"['San Jose, CA. 2025 Hamilton Avenue San Jose, California 95125 USA']",11/03/2022 15:27:33
https://www.landmsupply.com/southwire-romex-simpull-cable-w-ground-white-14-2-awg-250-ft-28827455,250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,84.99,202019377,landmsupply,"['Grand Rapids, Minnesota, United States']",11/03/2022 15:27:33
https://www.homedepot.com/p/Southwire-250-ft-14-3-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-63946855/202316275,250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,158.0,202316275,homedepot,"['2455 Paces Ferry Rd SE, Atlanta, GA 30339']",11/03/2022 15:27:33
https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-14-3-Non-Metallic-Wire-By-the-Roll/3129317,250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,146.0,202316275,lowes,"[""1000 Lowe's Blvd. Mooresville NC 28117""]",11/03/2022 15:27:33
https://www.ebay.com/itm/203704802084,250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,172.22,202316275,ebay,"['San Jose, CA. 2025 Hamilton Avenue San Jose, California 95125 USA']",11/03/2022 15:27:33
https://www.walmart.com/ip/250-ft-14-3-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire/786548661,250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,215.0,202316275,walmart,"['Bentonville, Arkansas']",11/03/2022 15:27:33
https://www.homedepot.com/p/Southwire-250-ft-12-2-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-28828269/202019375,250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,202019375,homedepot,"['2455 Paces Ferry Rd SE, Atlanta, GA 30339']",11/03/2022 15:27:33
https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-2-Non-Metallic-Wire-By-the-Roll/1193433,250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,202019375,lowes,"[""1000 Lowe's Blvd. Mooresville NC 28117""]",11/03/2022 15:27:33
https://www.homedepot.com/p/Southwire-250-ft-12-3-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-63947655/202316276,250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,279.0,202316276,homedepot,"['2455 Paces Ferry Rd SE, Atlanta, GA 30339']",11/03/2022 15:27:33
https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-3-Non-Metallic-Wire-By-the-Roll/3136775,250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,289.0,202316276,lowes,"[""1000 Lowe's Blvd. Mooresville NC 28117""]",11/03/2022 15:27:33
https://www.qcsupply.com/12-3-romex-simpull-wire-250ft.html,250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,339.09,202316276,qcsupply,"['574 Road 11, Schuyler, Nebraska, 68661, United States']",11/03/2022 15:27:33
