link,material_description,material_price,product_id,vendor,formatted_datetime
https://www.amazon.com/Gauge-Stranded-Copper-Building-Wire/dp/B08DZMFZTR,500 ft. 10 Gauge Black Stranded Copper THHN Wire,155.99,202304645,amazon,11/07/2022 14:11:27
https://www.wireandcableyourway.com/10-awg-thhn-stranded-wire-500ft-1000ft-or-2500ft-spool,500 ft. 10 Gauge Black Stranded Copper THHN Wire,165.0,202304645,wireandcableyourway,11/07/2022 14:11:27
https://www.amazon.com/SOUTHWIRE-COMPANY-28827455-250-Cable/dp/B000LNOJVW,250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,118.0,202019377,amazon,11/07/2022 14:11:27
https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-14-2-Non-Metallic-Wire-By-the-Roll/1193437,250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,118.0,202019377,lowes,11/07/2022 14:11:27
https://www.ebay.com/itm/363478081520,250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,111.07,202019377,ebay,11/07/2022 14:11:27
https://www.landmsupply.com/southwire-romex-simpull-cable-w-ground-white-14-2-awg-250-ft-28827455,250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,84.99,202019377,landmsupply,11/07/2022 14:11:27
https://www.homedepot.com/p/Southwire-250-ft-14-3-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-63946855/202316275,250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,158.0,202316275,homedepot,11/07/2022 14:11:27
https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-14-3-Non-Metallic-Wire-By-the-Roll/3129317,250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159.0,202316275,lowes,11/07/2022 14:11:27
https://www.walmart.com/ip/250-ft-14-3-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire/786548661,250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,215.0,202316275,walmart,11/07/2022 14:11:27
https://www.homedepot.com/p/Southwire-250-ft-12-2-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-28828269/202019375,250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,202019375,homedepot,11/07/2022 14:11:27
https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-2-Non-Metallic-Wire-By-the-Roll/1193433,250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,202019375,lowes,11/07/2022 14:11:27
https://www.homedepot.com/p/Southwire-250-ft-12-3-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-63947655/202316276,250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,289.0,202316276,homedepot,11/07/2022 14:11:27
https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-3-Non-Metallic-Wire-By-the-Roll/3136775,250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,279.0,202316276,lowes,11/07/2022 14:11:27
