material_description,material_price,vendor,link,formatted_datetime
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,118,lowes,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-14-2-Non-Metallic-Wire-By-the-Roll/1193437,11/6/2022 8:49
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,111.07,ebay,https://www.ebay.com/b/14-2-Romex-Indiana-OTHER-Industrial-Wires-Cables/92078/bn_7022085018,11/6/2022 8:49
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,158,homedepot,https://www.homedepot.com/p/Southwire-250-ft-14-3-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-63946855/202316275,11/6/2022 8:49
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,158,lowes,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-14-3-Non-Metallic-Wire-By-the-Roll/3129317,11/6/2022 8:49
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,144,amazon,https://www.amazon.com/14-3-romex/s?k=14%2F3+romex,11/6/2022 8:49
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,160.59,ebay,https://www.ebay.com/itm/194605434077,11/6/2022 8:49
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,0.68,com/product/14-3-nm-b-wg-romex-wire-cable/,https://wirewireelectricsupply.com/product/14-3-nm-b-wg-romex-wire-cable/,11/6/2022 8:49
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,215,walmart,https://www.walmart.com/ip/250-ft-14-3-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire/786548661,11/6/2022 8:49
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149,homedepot,https://www.homedepot.com/p/Southwire-250-ft-12-2-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-28828269/202019375,11/6/2022 8:49
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149,lowes,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-2-Non-Metallic-Wire-By-the-Roll/1193433,11/6/2022 8:49
250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,289,homedepot,https://www.homedepot.com/p/Southwire-250-ft-12-3-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-63947655/202316276,11/6/2022 8:49
250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,289,lowes,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-3-Non-Metallic-Wire-By-the-Roll/3136775,11/6/2022 8:49
500 ft. 4 Gauge Black Stranded Copper THHN Wire,765,homedepot,https://www.homedepot.com/p/Southwire-500-ft-4-Black-Stranded-CU-SIMpull-THHN-Wire-20499001/202316585,11/6/2022 8:49
500 ft. 4 Gauge Black Stranded Copper THHN Wire,614.28,amazon,https://www.amazon.com/SOUTHWIRE-COMPANY-LL-20499001-Stranded/dp/B002JFY1W2,11/6/2022 8:49
500 ft. 4 Gauge Black Stranded Copper THHN Wire,1047.78,ebay,https://www.ebay.com/p/17040228268,11/6/2022 8:49
500 ft. 6 Gauge Black Stranded Copper THHN Wire,409,homedepot,https://www.homedepot.com/p/Southwire-500-ft-6-Black-Stranded-CU-SIMpull-THHN-Wire-20493301/202316339,11/6/2022 8:49
500 ft. 6 Gauge Black Stranded Copper THHN Wire,511.7,amazon,https://www.amazon.com/Cerrowire-112-4201J-500-Feet-Stranded-Black/dp/B00D49VU6W,11/6/2022 8:49
500 ft. 6 Gauge Black Stranded Copper THHN Wire,344.99,southwestlumber,https://www.southwestlumber.com/shop/electrical/cable-and-wire/building-wire/thhn-electrical-wire/southwire-500-ft-6-awg-stranded-black-thhn-wire?SKU=525650,11/6/2022 8:49
500 ft. 6 Gauge Black Stranded Copper THHN Wire,445.81,ebay,https://www.ebay.com/itm/203860011450,11/6/2022 8:49
500 ft. 10 Gauge Black Stranded Copper THHN Wire,156,homedepot,https://www.homedepot.com/p/Southwire-500-ft-10-Black-Stranded-CU-THHN-Wire-22973257/202316335,11/6/2022 8:49
500 ft. 10 Gauge Black Stranded Copper THHN Wire,155.99,amazon,https://www.amazon.com/Gauge-Stranded-Copper-Building-Wire/dp/B08DZMFZTR,11/6/2022 8:49
500 ft. 10 Gauge Black Stranded Copper THHN Wire,165,wireandcableyourway,https://www.wireandcableyourway.com/10-awg-thhn-stranded-wire-500ft-1000ft-or-2500ft-spool,11/6/2022 8:49
