material_description,material_price,vendor,link,formatted_datetime
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),2.98,pinterest,https://www.pinterest.com/pin/230668812499210604/,11/1/2022 16:34
1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,1.15,homedepot,https://www.homedepot.com/p/Halex-1-in-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-62810/202241090,11/1/2022 16:34
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),3.98,homedepot,https://www.homedepot.com/p/Halex-1-2-in-Electrical-Metallic-Tube-EMT-Set-Screw-Connectors-5-Pack-26270/100137321,11/1/2022 16:34
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),8.41,amazon,https://www.amazon.com/Halex-26270-STEEL-CONNECTOR-Silver/dp/B00L2J46LW,11/1/2022 16:34
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),5.99,lowes,https://www.lowes.com/pd/Sigma-Electric-ProConnex-1-2-in-Set-Screw-Connector-Electrical-Metal-Tubing-Compatible-Conduit-Fitting/1000152643,11/1/2022 16:34
1 in. Electrical Metallic Tube (EMT) Set-Screw Connector,1.6,homedepot,https://www.homedepot.com/p/Halex-1-in-Electrical-Metallic-Tube-EMT-Set-Screw-Connector-62710/100562217,11/1/2022 16:34
1 in. Electrical Metallic Tube (EMT) Set-Screw Connector,1.99,com/p/steel-city-emt-conduit-connector-785991183801,https://killingworthtruevalue.com/p/steel-city-emt-conduit-connector-785991183801,11/1/2022 16:34
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,111.07,ebay,https://www.ebay.com/itm/363478081520,11/1/2022 16:34
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159,homedepot,https://www.homedepot.com/p/Southwire-250-ft-14-3-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-63946855/202316275,11/1/2022 16:34
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,172.22,ebay,https://www.ebay.com/itm/203704802084,11/1/2022 16:34
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149,homedepot,https://www.homedepot.com/p/Southwire-250-ft-12-2-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-28828269/202019375,11/1/2022 16:34
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149,lowes,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-2-Non-Metallic-Wire-By-the-Roll/1193433,11/1/2022 16:34
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,200.02,dkhardware,https://www.dkhardware.com/southwire-250-ft-12-2-solid-romex-simpull-cu-nm-b-w-g-wire-28828255-product-3154834.html,11/1/2022 16:34
250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,289,homedepot,https://www.homedepot.com/p/Southwire-250-ft-12-3-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-63947655/202316276,11/1/2022 16:34
250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,339.09,qcsupply,https://www.qcsupply.com/12-3-romex-simpull-wire-250ft.html,11/1/2022 16:34
500 ft. 4 Gauge Black Stranded Copper THHN Wire,613.64,amazon,https://www.amazon.com/SOUTHWIRE-COMPANY-LL-20499001-Stranded/dp/B002JFY1W2,11/1/2022 16:34
500 ft. 4 Gauge Black Stranded Copper THHN Wire,877.38,ebay,https://www.ebay.com/itm/225134643467,11/1/2022 16:34
500 ft. 6 Gauge Black Stranded Copper THHN Wire,379,homedepot,https://www.homedepot.com/p/Southwire-500-ft-6-Black-Stranded-CU-SIMpull-THHN-Wire-20493301/202316339,11/1/2022 16:34
500 ft. 6 Gauge Black Stranded Copper THHN Wire,470.43,amazon,https://www.amazon.com/Cerrowire-112-4201J-500-Feet-Stranded-Black/dp/B00D49VU6W,11/1/2022 16:34
500 ft. 6 Gauge Black Stranded Copper THHN Wire,445.81,ebay,https://www.ebay.com/itm/203860011450,11/1/2022 16:34
500 ft. 10 Gauge Black Stranded Copper THHN Wire,145,homedepot,https://www.homedepot.com/p/Southwire-500-ft-10-Black-Stranded-CU-THHN-Wire-22973257/202316335,11/1/2022 16:34
500 ft. 10 Gauge Black Stranded Copper THHN Wire,155.99,amazon,https://www.amazon.com/Gauge-Stranded-Copper-Building-Wire/dp/B08DZMFZTR,11/1/2022 16:34
