material_price,vendor,link,formatted_datetime
279.0,lowes,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-3-Non-Metallic-Wire-By-the-Roll/3136775,11/11/2022 11:38:32
315.01,ebay,https://www.ebay.com/b/12-3-Romex/92078/bn_7023293830,11/11/2022 11:38:32
339.09,qcsupply,https://www.qcsupply.com/12-3-romex-simpull-wire-250ft.html,11/11/2022 11:38:32
765.0,homedepot,https://www.homedepot.com/p/Southwire-500-ft-4-Black-Stranded-CU-SIMpull-THHN-Wire-20499001/202316585,11/11/2022 11:38:32
634.6,amazon,https://www.amazon.com/SOUTHWIRE-COMPANY-LL-20499001-Stranded/dp/B002JFY1W2,11/11/2022 11:38:32
634.7,ebay,https://www.ebay.com/p/17040228268,11/11/2022 11:38:32
409.0,homedepot,https://www.homedepot.com/p/Southwire-500-ft-6-Black-Stranded-CU-SIMpull-THHN-Wire-20493301/202316339,11/11/2022 11:38:32
456.49,amazon,https://www.amazon.com/Cerrowire-112-4201J-500-Feet-Stranded-Black/dp/B00D49VU6W,11/11/2022 11:38:32
354.99,southwestlumber,https://www.southwestlumber.com/shop/electrical/cable-and-wire/building-wire/thhn-electrical-wire/southwire-500-ft-6-awg-stranded-black-thhn-wire?SKU=525650,11/11/2022 11:38:32
445.81,ebay,https://www.ebay.com/itm/203860011450,11/11/2022 11:38:32
156.0,homedepot,https://www.homedepot.com/p/Southwire-500-ft-10-Black-Stranded-CU-THHN-Wire-22973257/202316335,11/11/2022 11:38:32
155.99,amazon,https://www.amazon.com/Gauge-Stranded-Copper-Building-Wire/dp/B08DZMFZTR,11/11/2022 11:38:32
165.0,wireandcableyourway,https://www.wireandcableyourway.com/10-awg-thhn-stranded-wire-500ft-1000ft-or-2500ft-spool,11/11/2022 11:38:32
