material_description,material_price,vendor,link,formatted_datetime
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),2.98,homedepot,https://www.homedepot.com/p/Halex-3-4-in-Standard-Fitting-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-5-Pack-26282/202288508,11/10/2022 12:48:47
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),5.99,lowes,https://www.lowes.com/pd/Sigma-Electric-ProConnex-3-4-in-Set-Screw-Coupling-Electrical-Metal-Tubing-Compatible-Conduit-Fitting/1100265,11/10/2022 12:48:47
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),2.98,pinterest,https://www.pinterest.com/pin/230668812499210604/,11/10/2022 12:48:47
1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,1.15,homedepot,https://www.homedepot.com/p/Halex-1-in-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-62810/202241090,11/10/2022 12:48:47
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),4.6,homedepot,https://www.homedepot.com/p/Halex-3-4-in-Electrical-Metallic-Tube-EMT-Set-Screw-Connectors-5-Pack-26272/100163157,11/10/2022 12:48:47
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),5.99,lowes,https://www.lowes.com/pd/Halex-3-4-in-EMT-STEEL-SET-SCREW-CONNECTOR-5-BAG/1002846668,11/10/2022 12:48:47
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),8.63,amazon,https://www.amazon.com/Halex-Electrical-Set-Screw-Connector-12301B/dp/B00FQ570W0,11/10/2022 12:48:47
1 in. Electrical Metallic Tube (EMT) Set-Screw Connector,1.6,homedepot,https://www.homedepot.com/p/Halex-1-in-Electrical-Metallic-Tube-EMT-Set-Screw-Connector-62710/100562217,11/10/2022 12:48:47
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,118.0,homedepot,https://www.homedepot.com/p/Southwire-250-ft-14-2-Romex-SIMpull-Solid-NM-B-W-G-Wire-28827469/202019377,11/10/2022 12:48:47
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,116.93,amazon,https://www.amazon.com/SOUTHWIRE-COMPANY-28827455-250-Cable/dp/B000LNOJVW,11/10/2022 12:48:47
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,118.0,lowes,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-14-2-Non-Metallic-Wire-By-the-Roll/1193437,11/10/2022 12:48:47
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,111.07,ebay,https://www.ebay.com/itm/363478081520,11/10/2022 12:48:47
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,84.99,landmsupply,https://www.landmsupply.com/southwire-romex-simpull-cable-w-ground-white-14-2-awg-250-ft-28827455,11/10/2022 12:48:47
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,90.0,com/products/southwire-romex-simpull-250-ft-14-2-solid-non-metallic-wire-by-the-roll,https://denalibuildingsupply.com/products/southwire-romex-simpull-250-ft-14-2-solid-non-metallic-wire-by-the-roll,11/10/2022 12:48:47
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159.0,homedepot,https://www.homedepot.com/p/Southwire-250-ft-14-3-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-63946855/202316275,11/10/2022 12:48:47
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,146.0,lowes,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-14-3-Non-Metallic-Wire-By-the-Roll/3129317,11/10/2022 12:48:47
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,143.99,amazon,https://www.amazon.com/14-3-romex/s?k=14%2F3+romex,11/10/2022 12:48:47
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,330.85,ebarnett,https://www.ebarnett.com/Sku/2487708/southwire-250-ft-143-solid-romex-simpull-cu-nm-b-wg-wire-032886163500-63946855,11/10/2022 12:48:47
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,160.59,ebay,https://www.ebay.com/itm/194605434077,11/10/2022 12:48:47
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,homedepot,https://www.homedepot.com/p/Southwire-250-ft-12-2-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-28828269/202019375,11/10/2022 12:48:47
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,lowes,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-2-Non-Metallic-Wire-By-the-Roll/1193433,11/10/2022 12:48:47
250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,289.0,homedepot,https://www.homedepot.com/p/Southwire-250-ft-12-3-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-63947655/202316276,11/10/2022 12:48:47
250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,315.01,ebay,https://www.ebay.com/itm/203899220280,11/10/2022 12:48:47
500 ft. 4 Gauge Black Stranded Copper THHN Wire,634.6,amazon,https://www.amazon.com/SOUTHWIRE-COMPANY-LL-20499001-Stranded/dp/B002JFY1W2,11/10/2022 12:48:47
500 ft. 4 Gauge Black Stranded Copper THHN Wire,634.7,ebay,https://www.ebay.com/p/17040228268,11/10/2022 12:48:47
500 ft. 6 Gauge Black Stranded Copper THHN Wire,392.7,amazon,https://www.amazon.com/SOUTHWIRE-COMPANY-20493301-500BLK-BLDG/dp/B000LNKH2C,11/10/2022 12:48:47
500 ft. 6 Gauge Black Stranded Copper THHN Wire,445.81,ebay,https://www.ebay.com/itm/203860011450,11/10/2022 12:48:47
500 ft. 10 Gauge Black Stranded Copper THHN Wire,156.0,homedepot,https://www.homedepot.com/p/Southwire-500-ft-10-Black-Stranded-CU-THHN-Wire-22973257/202316335,11/10/2022 12:48:47
500 ft. 10 Gauge Black Stranded Copper THHN Wire,155.99,amazon,https://www.amazon.com/Gauge-Stranded-Copper-Building-Wire/dp/B08DZMFZTR,11/10/2022 12:48:47
500 ft. 10 Gauge Black Stranded Copper THHN Wire,165.0,wireandcableyourway,https://www.wireandcableyourway.com/10-awg-thhn-stranded-wire-500ft-1000ft-or-2500ft-spool,11/10/2022 12:48:47
