Material Description,Material Price,Vendor Location,Link,Formatted Datetime
1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,33.34,dkhardware,https://www.dkhardware.com/allied-tube-and-conduit-1-in-x-10-ft-electric-metallic-tube-emt-conduit-101568-product-3154073.html,10/29/2022 10:24:34
1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),3.98,homedepot,https://www.homedepot.com/p/Halex-1-2-in-Electrical-Metallic-Tube-EMT-Set-Screw-Connectors-5-Pack-26270/100137321,10/29/2022 10:24:34
1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),5.99,amazon,https://www.amazon.com/Halex-26270-STEEL-CONNECTOR-Silver/dp/B00L2J46LW,10/29/2022 10:24:34
1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),2.29,wilmar,https://www.wilmar.com/Sku/100548441/halex-12-in-electrical-metallic-tube-emt-set-screw-coupling-5-pack-051411262808-26280,10/29/2022 10:24:34
1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),5.99,lowes,https://www.lowes.com/pd/Sigma-Electric-ProConnex-1-2-in-Set-Screw-Coupling-Electrical-Metal-Tubing-Compatible-Conduit-Fitting/1100263,10/29/2022 10:24:34
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),2.98,homedepot,https://www.homedepot.com/p/Halex-3-4-in-Standard-Fitting-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-5-Pack-26282/202288508,10/29/2022 10:24:34
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),3.66,supplyworks,https://www.supplyworks.com/Sku/202328185/halex-34-in-electrical-metallic-tube-emt-set-screw-coupling-5-pack-051411232221-23222,10/29/2022 10:24:34
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),3.66,wilmar,https://www.wilmar.com/Sku/202288508/halex-34-in-electric-metallic-tube-emt-set-screw-coupling-5-pack-051411262822-26282,10/29/2022 10:24:34
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),5.99,lowes,https://www.lowes.com/pd/Sigma-Electric-ProConnex-3-4-in-Set-Screw-Coupling-Electrical-Metal-Tubing-Compatible-Conduit-Fitting/1100265,10/29/2022 10:24:34
1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,1.15,homedepot,https://www.homedepot.com/p/Halex-1-in-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-62810/202241090,10/29/2022 10:24:34
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),3.98,homedepot,https://www.homedepot.com/p/Halex-1-2-in-Electrical-Metallic-Tube-EMT-Set-Screw-Connectors-5-Pack-26270/100137321,10/29/2022 10:24:34
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),5.99,amazon,https://www.amazon.com/Halex-26270-STEEL-CONNECTOR-Silver/dp/B00L2J46LW,10/29/2022 10:24:34
1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),5.99,lowes,https://www.lowes.com/pd/Sigma-Electric-ProConnex-1-2-in-Set-Screw-Connector-Electrical-Metal-Tubing-Compatible-Conduit-Fitting/1000152643,10/29/2022 10:24:34
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),4.6,homedepot,https://www.homedepot.com/p/Halex-3-4-in-Electrical-Metallic-Tube-EMT-Set-Screw-Connectors-5-Pack-26272/100163157,10/29/2022 10:24:34
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),5.99,lowes,https://www.lowes.com/pd/Halex-3-4-in-EMT-STEEL-SET-SCREW-CONNECTOR-5-BAG/1002846668,10/29/2022 10:24:34
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),5.69,com/p/halex-screw-emt-conduit-connector-051411262723,https://goldbeachlumber.com/p/halex-screw-emt-conduit-connector-051411262723,10/29/2022 10:24:34
1 in. Electrical Metallic Tube (EMT) Set-Screw Connector,1.6,homedepot,https://www.homedepot.com/p/Halex-1-in-Electrical-Metallic-Tube-EMT-Set-Screw-Connector-62710/100562217,10/29/2022 10:24:34
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,114.0,amazon,https://www.amazon.com/SOUTHWIRE-COMPANY-28827455-250-Cable/dp/B000LNOJVW,10/29/2022 10:24:34
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,111.07,ebay,https://www.ebay.com/itm/363478081520,10/29/2022 10:24:34
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,84.99,landmsupply,https://www.landmsupply.com/southwire-romex-simpull-cable-w-ground-white-14-2-awg-250-ft-28827455,10/29/2022 10:24:34
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,117.0,socalelectric,https://www.socalelectric.com/products/250-ft-14-2-romex-simpull-solid-nm-b-w-g-wire,10/29/2022 10:24:34
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159.0,homedepot,https://www.homedepot.com/p/Southwire-250-ft-14-3-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-63946855/202316275,10/29/2022 10:24:34
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159.0,lowes,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-14-3-Non-Metallic-Wire-By-the-Roll/3129317,10/29/2022 10:24:34
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,homedepot,https://www.homedepot.com/p/Southwire-250-ft-12-2-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-28828269/202019375,10/29/2022 10:24:34
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,200.02,dkhardware,https://www.dkhardware.com/southwire-250-ft-12-2-solid-romex-simpull-cu-nm-b-w-g-wire-28828255-product-3154834.html,10/29/2022 10:24:34
250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,289.0,homedepot,https://www.homedepot.com/p/Southwire-250-ft-12-3-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-63947655/202316276,10/29/2022 10:24:34
250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,289.0,lowes,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-3-Non-Metallic-Wire-By-the-Roll/3136775,10/29/2022 10:24:34
500 ft. 4 Gauge Black Stranded Copper THHN Wire,613.64,amazon,https://www.amazon.com/SOUTHWIRE-COMPANY-LL-20499001-Stranded/dp/B002JFY1W2,10/29/2022 10:24:34
500 ft. 4 Gauge Black Stranded Copper THHN Wire,1047.78,ebay,https://www.ebay.com/p/17040228268,10/29/2022 10:24:34
500 ft. 6 Gauge Black Stranded Copper THHN Wire,470.43,amazon,https://www.amazon.com/Cerrowire-112-4201J-500-Feet-Stranded-Black/dp/B00D49VU6W,10/29/2022 10:24:34
500 ft. 6 Gauge Black Stranded Copper THHN Wire,445.81,ebay,https://www.ebay.com/itm/203860011450,10/29/2022 10:24:34
500 ft. 10 Gauge Black Stranded Copper THHN Wire,155.99,amazon,https://www.amazon.com/Gauge-Stranded-Copper-Building-Wire/dp/B08DZMFZTR,10/29/2022 10:24:34
