Material Description,Material Price,Vendor Location,Link,Formatted Datetime
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),4.6,homedepot,https://www.homedepot.com/p/Halex-3-4-in-Electrical-Metallic-Tube-EMT-Set-Screw-Connectors-5-Pack-26272/100163157,11/03/2022 10:49:30
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),5.99,lowes,https://www.lowes.com/pd/Halex-3-4-in-EMT-STEEL-SET-SCREW-CONNECTOR-5-BAG/1002846668,11/03/2022 10:49:30
3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),20.0,amazon,https://www.amazon.com/Halex-Electrical-Set-Screw-Connector-12301B/dp/B00FQ570W0,11/03/2022 10:49:30
1 in. Electrical Metallic Tube (EMT) Set-Screw Connector,1.6,homedepot,https://www.homedepot.com/p/Halex-1-in-Electrical-Metallic-Tube-EMT-Set-Screw-Connector-62710/100562217,11/03/2022 10:49:30
1 in. Electrical Metallic Tube (EMT) Set-Screw Connector,1.99,com/p/steel-city-emt-conduit-connector-785991183801,https://killingworthtruevalue.com/p/steel-city-emt-conduit-connector-785991183801,11/03/2022 10:49:30
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,118.0,homedepot,https://www.homedepot.com/p/Southwire-250-ft-14-2-Romex-SIMpull-Solid-NM-B-W-G-Wire-28827469/202019377,11/03/2022 10:49:30
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,114.0,amazon,https://www.amazon.com/SOUTHWIRE-COMPANY-28827455-250-Cable/dp/B000LNOJVW,11/03/2022 10:49:30
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,118.0,lowes,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-14-2-Non-Metallic-Wire-By-the-Roll/1193437,11/03/2022 10:49:30
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,111.07,ebay,https://www.ebay.com/itm/363478081520,11/03/2022 10:49:30
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,84.99,landmsupply,https://www.landmsupply.com/southwire-romex-simpull-cable-w-ground-white-14-2-awg-250-ft-28827455,11/03/2022 10:49:30
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,158.0,homedepot,https://www.homedepot.com/p/Southwire-250-ft-14-3-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-63946855/202316275,11/03/2022 10:49:30
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159.0,lowes,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-14-3-Non-Metallic-Wire-By-the-Roll/3129317,11/03/2022 10:49:30
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,172.22,ebay,https://www.ebay.com/itm/203704802084,11/03/2022 10:49:30
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,215.0,walmart,https://www.walmart.com/ip/250-ft-14-3-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire/786548661,11/03/2022 10:49:30
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,homedepot,https://www.homedepot.com/p/Southwire-250-ft-12-2-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-28828269/202019375,11/03/2022 10:49:30
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,lowes,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-2-Non-Metallic-Wire-By-the-Roll/1193433,11/03/2022 10:49:30
250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,279.0,homedepot,https://www.homedepot.com/p/Southwire-250-ft-12-3-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-63947655/202316276,11/03/2022 10:49:30
250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,289.0,lowes,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-3-Non-Metallic-Wire-By-the-Roll/3136775,11/03/2022 10:49:30
250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,339.09,qcsupply,https://www.qcsupply.com/12-3-romex-simpull-wire-250ft.html,11/03/2022 10:49:30
500 ft. 4 Gauge Black Stranded Copper THHN Wire,765.0,homedepot,https://www.homedepot.com/p/Southwire-500-ft-4-Black-Stranded-CU-SIMpull-THHN-Wire-20499001/202316585,11/03/2022 10:49:30
500 ft. 4 Gauge Black Stranded Copper THHN Wire,613.64,amazon,https://www.amazon.com/SOUTHWIRE-COMPANY-LL-20499001-Stranded/dp/B002JFY1W2,11/03/2022 10:49:30
500 ft. 4 Gauge Black Stranded Copper THHN Wire,1047.78,ebay,https://www.ebay.com/p/17040228268,11/03/2022 10:49:30
500 ft. 6 Gauge Black Stranded Copper THHN Wire,409.0,homedepot,https://www.homedepot.com/p/Southwire-500-ft-6-Black-Stranded-CU-SIMpull-THHN-Wire-20493301/202316339,11/03/2022 10:49:30
500 ft. 6 Gauge Black Stranded Copper THHN Wire,470.43,amazon,https://www.amazon.com/Cerrowire-112-4201J-500-Feet-Stranded-Black/dp/B00D49VU6W,11/03/2022 10:49:30
500 ft. 6 Gauge Black Stranded Copper THHN Wire,445.81,ebay,https://www.ebay.com/itm/203860011450,11/03/2022 10:49:30
500 ft. 10 Gauge Black Stranded Copper THHN Wire,145.0,homedepot,https://www.homedepot.com/p/Southwire-500-ft-10-Black-Stranded-CU-THHN-Wire-22973257/202316335,11/03/2022 10:49:30
500 ft. 10 Gauge Black Stranded Copper THHN Wire,155.99,amazon,https://www.amazon.com/Gauge-Stranded-Copper-Building-Wire/dp/B08DZMFZTR,11/03/2022 10:49:30
